text,aspect,polarity,text_clean,aspect_clean,macro_aspect
"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",service,positive,"although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",service,service
"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",tables,negative,"although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",tables,ambiance
The food was delicious and the waiter was incredibly helpful and attentive (considering we were the only ones there for the first hour).,food,positive,the food was delicious and the waiter was incredibly helpful and attentive (considering we were the only ones there for the first hour).,food,food
The food was delicious and the waiter was incredibly helpful and attentive (considering we were the only ones there for the first hour).,waiter,positive,the food was delicious and the waiter was incredibly helpful and attentive (considering we were the only ones there for the first hour).,waiter,service
"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it.",waitstaff,positive,"from the spectacular caviar to the hospitable waitstaff, i felt like royalty and enjoyed every second of it.",waitstaff,service
"Perhaps this food is considered extreme to an Upper East Side resident, but for the rest of us who've actually eaten ethnic food, this is simply dull.",ethnic food,negative,"perhaps this food is considered extreme to an upper east side resident, but for the rest of us who've actually eaten ethnic food, this is simply dull.",ethnic food,food
The place was real empty but that was because this was the first Sunday they ever opened.,place,negative,the place was real empty but that was because this was the first sunday they ever opened.,place,ambiance
This little place definitely exceeded my expectations and you sure get a lot of food for your money.,food,positive,this little place definitely exceeded my expectations and you sure get a lot of food for your money.,food,food
This little place definitely exceeded my expectations and you sure get a lot of food for your money.,money,positive,this little place definitely exceeded my expectations and you sure get a lot of food for your money.,money,price
"Ambience is delightful, service impeccable.",Ambience,positive,"ambience is delightful, service impeccable.",ambience,ambiance
"Ambience is delightful, service impeccable.",service,positive,"ambience is delightful, service impeccable.",service,service
"Service was excellent, and the AC worked very well too (thank God, it was hot!).",Service,positive,"service was excellent, and the ac worked very well too (thank god, it was hot!).",service,service
"Both are delicious, the cooks are friendly and are willing to take a moment and speak to you and shake your hand.",cooks,positive,"both are delicious, the cooks are friendly and are willing to take a moment and speak to you and shake your hand.",cooks,food
My friend ordered some of their special sushi rolls which had excellent presentation and tasted great!,sushi rolls,positive,my friend ordered some of their special sushi rolls which had excellent presentation and tasted great!,sushi rolls,food
Although be warned their dinner menu to sit and take out prices are different.,prices,neutral,although be warned their dinner menu to sit and take out prices are different.,prices,price
Although be warned their dinner menu to sit and take out prices are different.,dinner menu to sit,neutral,although be warned their dinner menu to sit and take out prices are different.,dinner menu to sit,food
Although be warned their dinner menu to sit and take out prices are different.,take ou,neutral,although be warned their dinner menu to sit and take out prices are different.,take ou,price
"The staff was accomodating, the food was absolutely delicious and the place is lovely.",staff,positive,"the staff was accomodating, the food was absolutely delicious and the place is lovely.",staff,service
"The staff was accomodating, the food was absolutely delicious and the place is lovely.",food,positive,"the staff was accomodating, the food was absolutely delicious and the place is lovely.",food,food
"The staff was accomodating, the food was absolutely delicious and the place is lovely.",place,positive,"the staff was accomodating, the food was absolutely delicious and the place is lovely.",place,ambiance
"my picks are:  - Scallion Pancake (fried with vegetable juice, very special and tasty)  - Guizhou Chicken  - Shredded Squid Family Style (one of my personal favorites)  - Sichuan Spicy Soft Shell Crab  - Shuizhu Fish (this one is for hardcore Sichuan food fans, I wouldn't recommend to my American friends as it's very spicy.",Scallion Pancake,positive,"my picks are: - scallion pancake (fried with vegetable juice, very special and tasty) - guizhou chicken - shredded squid family style (one of my personal favorites) - sichuan spicy soft shell crab - shuizhu fish (this one is for hardcore sichuan food fans, i wouldn't recommend to my american friends as it's very spicy.",scallion pancake,food
"my picks are:  - Scallion Pancake (fried with vegetable juice, very special and tasty)  - Guizhou Chicken  - Shredded Squid Family Style (one of my personal favorites)  - Sichuan Spicy Soft Shell Crab  - Shuizhu Fish (this one is for hardcore Sichuan food fans, I wouldn't recommend to my American friends as it's very spicy.",vegetable juice,positive,"my picks are: - scallion pancake (fried with vegetable juice, very special and tasty) - guizhou chicken - shredded squid family style (one of my personal favorites) - sichuan spicy soft shell crab - shuizhu fish (this one is for hardcore sichuan food fans, i wouldn't recommend to my american friends as it's very spicy.",vegetable juice,food
"my picks are:  - Scallion Pancake (fried with vegetable juice, very special and tasty)  - Guizhou Chicken  - Shredded Squid Family Style (one of my personal favorites)  - Sichuan Spicy Soft Shell Crab  - Shuizhu Fish (this one is for hardcore Sichuan food fans, I wouldn't recommend to my American friends as it's very spicy.",Guizhou Chicken,positive,"my picks are: - scallion pancake (fried with vegetable juice, very special and tasty) - guizhou chicken - shredded squid family style (one of my personal favorites) - sichuan spicy soft shell crab - shuizhu fish (this one is for hardcore sichuan food fans, i wouldn't recommend to my american friends as it's very spicy.",guizhou chicken,food
"my picks are:  - Scallion Pancake (fried with vegetable juice, very special and tasty)  - Guizhou Chicken  - Shredded Squid Family Style (one of my personal favorites)  - Sichuan Spicy Soft Shell Crab  - Shuizhu Fish (this one is for hardcore Sichuan food fans, I wouldn't recommend to my American friends as it's very spicy.",Shredded Squid Family Style,positive,"my picks are: - scallion pancake (fried with vegetable juice, very special and tasty) - guizhou chicken - shredded squid family style (one of my personal favorites) - sichuan spicy soft shell crab - shuizhu fish (this one is for hardcore sichuan food fans, i wouldn't recommend to my american friends as it's very spicy.",shredded squid family style,food
"my picks are:  - Scallion Pancake (fried with vegetable juice, very special and tasty)  - Guizhou Chicken  - Shredded Squid Family Style (one of my personal favorites)  - Sichuan Spicy Soft Shell Crab  - Shuizhu Fish (this one is for hardcore Sichuan food fans, I wouldn't recommend to my American friends as it's very spicy.",Sichuan Spicy Soft Shell Crab,positive,"my picks are: - scallion pancake (fried with vegetable juice, very special and tasty) - guizhou chicken - shredded squid family style (one of my personal favorites) - sichuan spicy soft shell crab - shuizhu fish (this one is for hardcore sichuan food fans, i wouldn't recommend to my american friends as it's very spicy.",sichuan spicy soft shell crab,food
"my picks are:  - Scallion Pancake (fried with vegetable juice, very special and tasty)  - Guizhou Chicken  - Shredded Squid Family Style (one of my personal favorites)  - Sichuan Spicy Soft Shell Crab  - Shuizhu Fish (this one is for hardcore Sichuan food fans, I wouldn't recommend to my American friends as it's very spicy.",Sichuan food,neutral,"my picks are: - scallion pancake (fried with vegetable juice, very special and tasty) - guizhou chicken - shredded squid family style (one of my personal favorites) - sichuan spicy soft shell crab - shuizhu fish (this one is for hardcore sichuan food fans, i wouldn't recommend to my american friends as it's very spicy.",sichuan food,food
They smell like they stuff them with old canned vegetables like the spinach mushroom calzone.,spinach mushroom calzone,negative,they smell like they stuff them with old canned vegetables like the spinach mushroom calzone.,spinach mushroom calzone,food
They smell like they stuff them with old canned vegetables like the spinach mushroom calzone.,canned vegetables,negative,they smell like they stuff them with old canned vegetables like the spinach mushroom calzone.,canned vegetables,food
"To celebrate a birthday, three of us went to Mare anticipating great food.",food,neutral,"to celebrate a birthday, three of us went to mare anticipating great food.",food,food
There was a great deal for 6 Blue Point oysters and a beer or glass of wine for $8!,Blue Point oysters,neutral,there was a great deal for 6 blue point oysters and a beer or glass of wine for $8!,blue point oysters,food
There was a great deal for 6 Blue Point oysters and a beer or glass of wine for $8!,beer,neutral,there was a great deal for 6 blue point oysters and a beer or glass of wine for $8!,beer,food
There was a great deal for 6 Blue Point oysters and a beer or glass of wine for $8!,glass of wine,neutral,there was a great deal for 6 blue point oysters and a beer or glass of wine for $8!,glass of wine,food
I really liked the noodle dishes at Rice Avenue compared to their Green Curry dish.,noodle dishes,positive,i really liked the noodle dishes at rice avenue compared to their green curry dish.,noodle dishes,food
I really liked the noodle dishes at Rice Avenue compared to their Green Curry dish.,Green Curry dish,negative,i really liked the noodle dishes at rice avenue compared to their green curry dish.,green curry dish,food
"But for whatever reason, prices are about twice as high.",prices,negative,"but for whatever reason, prices are about twice as high.",prices,price
I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,service,negative,i am relatively new to the area and tried pick a bgel on 2nd and was disappointed with the service and i thought the food was overated and on the pricey side.,service,service
I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,food,negative,i am relatively new to the area and tried pick a bgel on 2nd and was disappointed with the service and i thought the food was overated and on the pricey side.,food,food
"The spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!",spicy tuna roll,positive,"the spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!",spicy tuna roll,food
"The spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!",rock shrimp tempura,positive,"the spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!",rock shrimp tempura,food
"The spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!",appetizer,positive,"the spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!",appetizer,food
The staff was knowledgeable and full of personality.,staff,positive,the staff was knowledgeable and full of personality.,staff,service
Great staff.,staff,positive,great staff.,staff,service
"Only complaint would be that at an average cost of $12-$15 per meal, I'd like not to have to worry about finding a seat!",cost,negative,"only complaint would be that at an average cost of $12-$15 per meal, i'd like not to have to worry about finding a seat!",cost,price
"Only complaint would be that at an average cost of $12-$15 per meal, I'd like not to have to worry about finding a seat!",meal,neutral,"only complaint would be that at an average cost of $12-$15 per meal, i'd like not to have to worry about finding a seat!",meal,food
"To finish off such a delightful dinner experience you must have dessert, especially the White Chocolate Bread Pudding with Gelato and hot chocolate.",dessert,positive,"to finish off such a delightful dinner experience you must have dessert, especially the white chocolate bread pudding with gelato and hot chocolate.",dessert,food
"To finish off such a delightful dinner experience you must have dessert, especially the White Chocolate Bread Pudding with Gelato and hot chocolate.",White Chocolate Bread Pudding with Gelato and hot chocolate,positive,"to finish off such a delightful dinner experience you must have dessert, especially the white chocolate bread pudding with gelato and hot chocolate.",white chocolate bread pudding with gelato and hot chocolate,food
"To finish off such a delightful dinner experience you must have dessert, especially the White Chocolate Bread Pudding with Gelato and hot chocolate.",dinner,positive,"to finish off such a delightful dinner experience you must have dessert, especially the white chocolate bread pudding with gelato and hot chocolate.",dinner,food
The banana tower is an amazing dessert as well.,banana tower,positive,the banana tower is an amazing dessert as well.,banana tower,food
The banana tower is an amazing dessert as well.,dessert,positive,the banana tower is an amazing dessert as well.,dessert,food
"Excellent atmosphere, delicious dishes good and friendly service.",atmosphere,positive,"excellent atmosphere, delicious dishes good and friendly service.",atmosphere,ambiance
"Excellent atmosphere, delicious dishes good and friendly service.",dishes,positive,"excellent atmosphere, delicious dishes good and friendly service.",dishes,food
"Excellent atmosphere, delicious dishes good and friendly service.",service,positive,"excellent atmosphere, delicious dishes good and friendly service.",service,service
A cool place to hang with your friends for a couple of healthy drinks and desserts.,place,positive,a cool place to hang with your friends for a couple of healthy drinks and desserts.,place,ambiance
A cool place to hang with your friends for a couple of healthy drinks and desserts.,drinks,positive,a cool place to hang with your friends for a couple of healthy drinks and desserts.,drinks,food
A cool place to hang with your friends for a couple of healthy drinks and desserts.,desserts,positive,a cool place to hang with your friends for a couple of healthy drinks and desserts.,desserts,food
"Great vibe, lots of people.",vibe,positive,"great vibe, lots of people.",vibe,ambiance
"I like Mamoun's food as well, but side by side, Kati Rolls just produce tastier food hands down.",food,positive,"i like mamoun's food as well, but side by side, kati rolls just produce tastier food hands down.",food,food
"I like Mamoun's food as well, but side by side, Kati Rolls just produce tastier food hands down.",food,positive,"i like mamoun's food as well, but side by side, kati rolls just produce tastier food hands down.",food,food
"The service is a bit slow, but harkens back to my years growing up in Napoli, Italy where things are not rushed and when you sit down for dinner the table is yours all night.",service,negative,"the service is a bit slow, but harkens back to my years growing up in napoli, italy where things are not rushed and when you sit down for dinner the table is yours all night.",service,service
"The service is a bit slow, but harkens back to my years growing up in Napoli, Italy where things are not rushed and when you sit down for dinner the table is yours all night.",dinner,neutral,"the service is a bit slow, but harkens back to my years growing up in napoli, italy where things are not rushed and when you sit down for dinner the table is yours all night.",dinner,food
But that wasn't the icing on the cake: a tiramisu that resembled nothing I have ever had.,icing on the cake,negative,but that wasn't the icing on the cake: a tiramisu that resembled nothing i have ever had.,icing on the cake,food
But that wasn't the icing on the cake: a tiramisu that resembled nothing I have ever had.,tiramisu,negative,but that wasn't the icing on the cake: a tiramisu that resembled nothing i have ever had.,tiramisu,food
Great food and the prices are very reasonable.,food,positive,great food and the prices are very reasonable.,food,food
Great food and the prices are very reasonable.,prices,positive,great food and the prices are very reasonable.,prices,price
"A cool bar with great food, and tons of excellent beer.",bar,positive,"a cool bar with great food, and tons of excellent beer.",bar,food
"A cool bar with great food, and tons of excellent beer.",food,positive,"a cool bar with great food, and tons of excellent beer.",food,food
"A cool bar with great food, and tons of excellent beer.",beer,positive,"a cool bar with great food, and tons of excellent beer.",beer,food
The ambience is authentic and relaxing and we have always received attentive and prompt service.,ambience,positive,the ambience is authentic and relaxing and we have always received attentive and prompt service.,ambience,ambiance
The ambience is authentic and relaxing and we have always received attentive and prompt service.,service,positive,the ambience is authentic and relaxing and we have always received attentive and prompt service.,service,service
"Fresh, authentic, french cuisine in substantial portions.",portions,positive,"fresh, authentic, french cuisine in substantial portions.",portions,overall
"Drinks got screwed up, she acted put upon.",Drinks,negative,"drinks got screwed up, she acted put upon.",drinks,food
The one vegetarian entree (Abby's treasure) was actually quite a surprise - it was delicious and had wintermelon covering an assortment of fresh mushrooms and vegetables.,vegetarian entree,positive,the one vegetarian entree (abby's treasure) was actually quite a surprise - it was delicious and had wintermelon covering an assortment of fresh mushrooms and vegetables.,vegetarian entree,food
The one vegetarian entree (Abby's treasure) was actually quite a surprise - it was delicious and had wintermelon covering an assortment of fresh mushrooms and vegetables.,assortment of fresh mushrooms and vegetables,positive,the one vegetarian entree (abby's treasure) was actually quite a surprise - it was delicious and had wintermelon covering an assortment of fresh mushrooms and vegetables.,assortment of fresh mushrooms and vegetables,food
"At 5 dumplings for $1, you just cannot go wrong.",dumplings,positive,"at 5 dumplings for $1, you just cannot go wrong.",dumplings,food
But the pizza is way to expensive.,pizza,negative,but the pizza is way to expensive.,pizza,food
"And the staff is also young, energeic and hot!!!!",staff,positive,"and the staff is also young, energeic and hot!!!!",staff,service
"Even better, they know how to cook French classics like Steak au Poivre and Onglet without burning it to death or overcooking it.",Steak au Poivre,positive,"even better, they know how to cook french classics like steak au poivre and onglet without burning it to death or overcooking it.",steak au poivre,food
"Service was decent, but not as smooth as I would expect from a place with these prices and reputation.",prices,negative,"service was decent, but not as smooth as i would expect from a place with these prices and reputation.",prices,price
We had a wonderful meal at Naples 45 a month ago on a visit to NYC.,meal,positive,we had a wonderful meal at naples 45 a month ago on a visit to nyc.,meal,food
Good drink.,drink,positive,good drink.,drink,food
"Great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.",food,positive,"great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.",food,food
"Great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.",spinach and corn dumplings,positive,"great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.",spinach and corn dumplings,food
"Great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.",service,positive,"great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.",service,service
"Great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.",massamman curry,positive,"great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.",massamman curry,food
We had a girls' night dinner here for restaurant week.,dinner,neutral,we had a girls' night dinner here for restaurant week.,dinner,food
"However, I was there for a work dinner not long ago when my colleague from London noticed a very large waterbug on the ceiling.",dinner,neutral,"however, i was there for a work dinner not long ago when my colleague from london noticed a very large waterbug on the ceiling.",dinner,food
"Even though I made the reservation at 3pm for the same night through Dinnerbroker, we were seated at a table with one of the best view!",reservation,positive,"even though i made the reservation at 3pm for the same night through dinnerbroker, we were seated at a table with one of the best view!",reservation,service
"we did notice however, that some tables had what looked like pita instead of naan.",pita,negative,"we did notice however, that some tables had what looked like pita instead of naan.",pita,food
"we did notice however, that some tables had what looked like pita instead of naan.",naan,negative,"we did notice however, that some tables had what looked like pita instead of naan.",naan,food
"I didn't take a look at the rest menu, but the oysters were fantastic.",menu,neutral,"i didn't take a look at the rest menu, but the oysters were fantastic.",menu,food
"I didn't take a look at the rest menu, but the oysters were fantastic.",oysters,positive,"i didn't take a look at the rest menu, but the oysters were fantastic.",oysters,food
The grilled cheese at home afterwards was better.!!,grilled cheese,positive,the grilled cheese at home afterwards was better.!!,grilled cheese,food
"Great service, great food.",service,positive,"great service, great food.",service,service
"Great service, great food.",food,positive,"great service, great food.",food,food
"sometimes i get bad food and bad service, sometimes i get good good and bad service.",food,negative,"sometimes i get bad food and bad service, sometimes i get good good and bad service.",food,food
"sometimes i get bad food and bad service, sometimes i get good good and bad service.",service,negative,"sometimes i get bad food and bad service, sometimes i get good good and bad service.",service,service
"sometimes i get bad food and bad service, sometimes i get good good and bad service.",service,negative,"sometimes i get bad food and bad service, sometimes i get good good and bad service.",service,service
"sometimes i get bad food and bad service, sometimes i get good good and bad service.",good,positive,"sometimes i get bad food and bad service, sometimes i get good good and bad service.",good,price
When we were finally seated our waitress came by twice-1 for our order and 2-for our check.,waitress,negative,when we were finally seated our waitress came by twice-1 for our order and 2-for our check.,waitress,service
When we were finally seated our waitress came by twice-1 for our order and 2-for our check.,check,neutral,when we were finally seated our waitress came by twice-1 for our order and 2-for our check.,check,price
"It's the perfect restaurant for NY life style, it got cool design, awsome drinks and food and lot's of good looking people eating and hanging at the pink bar...",design,positive,"it's the perfect restaurant for ny life style, it got cool design, awsome drinks and food and lot's of good looking people eating and hanging at the pink bar...",design,overall
"It's the perfect restaurant for NY life style, it got cool design, awsome drinks and food and lot's of good looking people eating and hanging at the pink bar...",drinks,positive,"it's the perfect restaurant for ny life style, it got cool design, awsome drinks and food and lot's of good looking people eating and hanging at the pink bar...",drinks,food
"It's the perfect restaurant for NY life style, it got cool design, awsome drinks and food and lot's of good looking people eating and hanging at the pink bar...",food,positive,"it's the perfect restaurant for ny life style, it got cool design, awsome drinks and food and lot's of good looking people eating and hanging at the pink bar...",food,food
"It's the perfect restaurant for NY life style, it got cool design, awsome drinks and food and lot's of good looking people eating and hanging at the pink bar...",bar,neutral,"it's the perfect restaurant for ny life style, it got cool design, awsome drinks and food and lot's of good looking people eating and hanging at the pink bar...",bar,food
We did have to wait at the bar for approx.,bar,neutral,we did have to wait at the bar for approx.,bar,food
"If you love seafood, you would love this place!",seafood,positive,"if you love seafood, you would love this place!",seafood,food
"If you love seafood, you would love this place!",place,positive,"if you love seafood, you would love this place!",place,ambiance
"Good, fast service.",service,positive,"good, fast service.",service,service
They charge different prices all the time.,prices,negative,they charge different prices all the time.,prices,price
"I was in love with Pongsri on 48th, but compared to Suan it is slow in service and overpriced.",service,negative,"i was in love with pongsri on 48th, but compared to suan it is slow in service and overpriced.",service,service
"My friends and I experienced amazing cheese and a delicious, new summer menu at Artisanal last night.",cheese,positive,"my friends and i experienced amazing cheese and a delicious, new summer menu at artisanal last night.",cheese,food
"My friends and I experienced amazing cheese and a delicious, new summer menu at Artisanal last night.",menu,positive,"my friends and i experienced amazing cheese and a delicious, new summer menu at artisanal last night.",menu,food
"In terms of the food itself -- nothing special, we limited ourselves to several appetizers.",food,neutral,"in terms of the food itself -- nothing special, we limited ourselves to several appetizers.",food,food
"In terms of the food itself -- nothing special, we limited ourselves to several appetizers.",appetizers,neutral,"in terms of the food itself -- nothing special, we limited ourselves to several appetizers.",appetizers,food
"To begin, we were told there was a 30 minute wait and started to leave, when the hostess offered to call us on our cell phone when the table was ready.",hostess,positive,"to begin, we were told there was a 30 minute wait and started to leave, when the hostess offered to call us on our cell phone when the table was ready.",hostess,service
"To begin, we were told there was a 30 minute wait and started to leave, when the hostess offered to call us on our cell phone when the table was ready.",wait,negative,"to begin, we were told there was a 30 minute wait and started to leave, when the hostess offered to call us on our cell phone when the table was ready.",wait,service
The service was ok.,service,neutral,the service was ok.,service,service
"When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants, he replied this is not Mcdonald's, every place makes things differently While it is understandable that every place is indeed different, there was not a need to be uncourteous to customers and downright rude.",dish,neutral,"when asked about how a certain dish was prepared in comparison to a similar at other thai restaurants, he replied this is not mcdonald's, every place makes things differently while it is understandable that every place is indeed different, there was not a need to be uncourteous to customers and downright rude.",dish,food
"Don't expect to sit down inside though, there are only a few tables and they are always full.",tables,negative,"don't expect to sit down inside though, there are only a few tables and they are always full.",tables,ambiance
"The staff is accomodating, the ambiance is exciting and yet relaxed, and the food is out of this world!",staff,positive,"the staff is accomodating, the ambiance is exciting and yet relaxed, and the food is out of this world!",staff,service
"The staff is accomodating, the ambiance is exciting and yet relaxed, and the food is out of this world!",ambiance,positive,"the staff is accomodating, the ambiance is exciting and yet relaxed, and the food is out of this world!",ambiance,ambiance
"The staff is accomodating, the ambiance is exciting and yet relaxed, and the food is out of this world!",food,positive,"the staff is accomodating, the ambiance is exciting and yet relaxed, and the food is out of this world!",food,food
"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",food,positive,"the food was delicious (i had a halibut special, my husband had steak), and the service was top-notch.",food,food
"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",steak,positive,"the food was delicious (i had a halibut special, my husband had steak), and the service was top-notch.",steak,food
"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",service,positive,"the food was delicious (i had a halibut special, my husband had steak), and the service was top-notch.",service,service
The manager claimed that he could not compensate us for anything on the bill which just shows the lack of sophistication from the entire group.,bill,neutral,the manager claimed that he could not compensate us for anything on the bill which just shows the lack of sophistication from the entire group.,bill,price
it's the only place you can get yummy authentic japanese comfort food.,japanese comfort food,positive,it's the only place you can get yummy authentic japanese comfort food.,japanese comfort food,food
We took advanatage of the half price sushi deal on saturday so it was well worth it.,half price sushi deal,positive,we took advanatage of the half price sushi deal on saturday so it was well worth it.,half price sushi deal,price
we came here on a crowded saturday night and were seated right away despite being 15 minutes late for our reservation.,reservation,neutral,we came here on a crowded saturday night and were seated right away despite being 15 minutes late for our reservation.,reservation,service
We were fast to order the appetizer platter since we were very hungry.,appetizer platter,neutral,we were fast to order the appetizer platter since we were very hungry.,appetizer platter,food
"The staff are attentive, and have smiles on their faces.",staff,positive,"the staff are attentive, and have smiles on their faces.",staff,service
"No dress codes, no attitudes, plenty of comfort companionship, a great place to relax in an always busy Midtown.",place,positive,"no dress codes, no attitudes, plenty of comfort companionship, a great place to relax in an always busy midtown.",place,ambiance
"Largest and freshest pieces of sushi, and delicious!",pieces of sushi,positive,"largest and freshest pieces of sushi, and delicious!",pieces of sushi,food
Even the pasta is delicious here (a rarity in New York pizza restaurants).,pasta,positive,even the pasta is delicious here (a rarity in new york pizza restaurants).,pasta,food
"but when we looked at the menu, there weren't a lot of choices, most of them were dumplings in the appetizer section.",menu,negative,"but when we looked at the menu, there weren't a lot of choices, most of them were dumplings in the appetizer section.",menu,food
"but when we looked at the menu, there weren't a lot of choices, most of them were dumplings in the appetizer section.",dumplings,neutral,"but when we looked at the menu, there weren't a lot of choices, most of them were dumplings in the appetizer section.",dumplings,food
"but when we looked at the menu, there weren't a lot of choices, most of them were dumplings in the appetizer section.",appetizer,negative,"but when we looked at the menu, there weren't a lot of choices, most of them were dumplings in the appetizer section.",appetizer,food
"When he's not making authentic Neapolitan pizza in the open brick oven or lightly frying zucchini blossoms, he's visiting the regulars (a growing legion) and checking on newcomers.",Neapolitan pizza,positive,"when he's not making authentic neapolitan pizza in the open brick oven or lightly frying zucchini blossoms, he's visiting the regulars (a growing legion) and checking on newcomers.",neapolitan pizza,food
"When he's not making authentic Neapolitan pizza in the open brick oven or lightly frying zucchini blossoms, he's visiting the regulars (a growing legion) and checking on newcomers.",zucchini blossoms,positive,"when he's not making authentic neapolitan pizza in the open brick oven or lightly frying zucchini blossoms, he's visiting the regulars (a growing legion) and checking on newcomers.",zucchini blossoms,food
Wait staff is blantently unappreciative of your business but its the best pie on the UWS!,Wait staff,negative,wait staff is blantently unappreciative of your business but its the best pie on the uws!,wait staff,service
Wait staff is blantently unappreciative of your business but its the best pie on the UWS!,pie,positive,wait staff is blantently unappreciative of your business but its the best pie on the uws!,pie,food
"The ingredients taste fresher, the crust is thinner and crispier, the slice is less oily, and it's never burnt like it occasionally is at Joe's.",ingredients,positive,"the ingredients taste fresher, the crust is thinner and crispier, the slice is less oily, and it's never burnt like it occasionally is at joe's.",ingredients,food
"The ingredients taste fresher, the crust is thinner and crispier, the slice is less oily, and it's never burnt like it occasionally is at Joe's.",crust,positive,"the ingredients taste fresher, the crust is thinner and crispier, the slice is less oily, and it's never burnt like it occasionally is at joe's.",crust,food
"The ingredients taste fresher, the crust is thinner and crispier, the slice is less oily, and it's never burnt like it occasionally is at Joe's.",slice,positive,"the ingredients taste fresher, the crust is thinner and crispier, the slice is less oily, and it's never burnt like it occasionally is at joe's.",slice,food
Fish is so very fresh.,Fish,positive,fish is so very fresh.,fish,food
The prices were CHEAP compared to the quality of service and food.,prices,positive,the prices were cheap compared to the quality of service and food.,prices,price
The prices were CHEAP compared to the quality of service and food.,service,positive,the prices were cheap compared to the quality of service and food.,service,service
The prices were CHEAP compared to the quality of service and food.,food,positive,the prices were cheap compared to the quality of service and food.,food,food
less wait time for me!,wait time,positive,less wait time for me!,wait time,price
It appears to be the owner's first venture and it shows.,owner,negative,it appears to be the owner's first venture and it shows.,owner,service
"I come from a family of pizzeria owners, and I'm almost ashamed to say that the pizza in Fornino's blows my families receipies away.",pizza,positive,"i come from a family of pizzeria owners, and i'm almost ashamed to say that the pizza in fornino's blows my families receipies away.",pizza,food
We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.,beef,negative,we ordered some beef and noodle soup dishes from the thai section of the menu but nothing we got was thai.,beef,food
We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.,noodle soup dishes,negative,we ordered some beef and noodle soup dishes from the thai section of the menu but nothing we got was thai.,noodle soup dishes,food
We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.,menu,negative,we ordered some beef and noodle soup dishes from the thai section of the menu but nothing we got was thai.,menu,food
They have a huge selection of different cream cheeses and all of their salads are great.,cream cheeses,positive,they have a huge selection of different cream cheeses and all of their salads are great.,cream cheeses,food
They have a huge selection of different cream cheeses and all of their salads are great.,salads,positive,they have a huge selection of different cream cheeses and all of their salads are great.,salads,food
The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.,lobster sandwich,positive,the lobster sandwich is good and the spaghetti with scallops and shrimp is great.,lobster sandwich,food
The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.,spaghetti with Scallops and Shrimp,positive,the lobster sandwich is good and the spaghetti with scallops and shrimp is great.,spaghetti with scallops and shrimp,food
The food was authentic.,food,positive,the food was authentic.,food,food
The dim sum is delectable while the prices are quite easy on the wallet.,dim sum,positive,the dim sum is delectable while the prices are quite easy on the wallet.,dim sum,price
The dim sum is delectable while the prices are quite easy on the wallet.,prices,positive,the dim sum is delectable while the prices are quite easy on the wallet.,prices,price
"I only tried a simple dish of spinach ravioli in a light oil and garlic sauce, but it actually faired better than most NYC Italian joints I've tried similar dishes at.",spinach ravioli in a light oil and garlic sauce,positive,"i only tried a simple dish of spinach ravioli in a light oil and garlic sauce, but it actually faired better than most nyc italian joints i've tried similar dishes at.",spinach ravioli in a light oil and garlic sauce,food
"I only tried a simple dish of spinach ravioli in a light oil and garlic sauce, but it actually faired better than most NYC Italian joints I've tried similar dishes at.",dish,positive,"i only tried a simple dish of spinach ravioli in a light oil and garlic sauce, but it actually faired better than most nyc italian joints i've tried similar dishes at.",dish,food
