text,aspect,polarity,text_clean,aspect_clean
Service and food is what any one would expect when spending that type of money.,food,neutral,service and food is what any one would expect when spending that type of money.,food
LOVE the atmosphere - felt like I was in Paris.,atmosphere,positive,love the atmosphere - felt like i was in paris.,atmosphere
Every course was better than the next.,course,positive,every course was better than the next.,course
The staff is incredibly helpful and attentive.,staff,positive,the staff is incredibly helpful and attentive.,staff
"If presentation and service is your thing, then this magic show works.",service,positive,"if presentation and service is your thing, then this magic show works.",service
"Apparently, the good cook works then.",cook,positive,"apparently, the good cook works then.",cook
The Yellowtail was particularly good as well.,Yellowtail,positive,the yellowtail was particularly good as well.,yellowtail
I ate clams oreganta and spectacular salad with perfectly marinated cucumbers and tomatoes with lots of shrimp and basil.,clams oreganta,positive,i ate clams oreganta and spectacular salad with perfectly marinated cucumbers and tomatoes with lots of shrimp and basil.,clams oreganta
I ate clams oreganta and spectacular salad with perfectly marinated cucumbers and tomatoes with lots of shrimp and basil.,salad with perfectly marinated cucumbers and tomatoes with lots of shrimp and basil,positive,i ate clams oreganta and spectacular salad with perfectly marinated cucumbers and tomatoes with lots of shrimp and basil.,salad with perfectly marinated cucumbers and tomatoes with lots of shrimp and basil
"The menu changed, portions were even smaller than before, a lentil dish was salty beyond edibility, a basmati rice dish lacked flavor.",menu,negative,"the menu changed, portions were even smaller than before, a lentil dish was salty beyond edibility, a basmati rice dish lacked flavor.",menu
"The menu changed, portions were even smaller than before, a lentil dish was salty beyond edibility, a basmati rice dish lacked flavor.",portions,negative,"the menu changed, portions were even smaller than before, a lentil dish was salty beyond edibility, a basmati rice dish lacked flavor.",portions
"The menu changed, portions were even smaller than before, a lentil dish was salty beyond edibility, a basmati rice dish lacked flavor.",lentil dish,negative,"the menu changed, portions were even smaller than before, a lentil dish was salty beyond edibility, a basmati rice dish lacked flavor.",lentil dish
"The menu changed, portions were even smaller than before, a lentil dish was salty beyond edibility, a basmati rice dish lacked flavor.",basmati rice dish,negative,"the menu changed, portions were even smaller than before, a lentil dish was salty beyond edibility, a basmati rice dish lacked flavor.",basmati rice dish
"The menu changed, portions were even smaller than before, a lentil dish was salty beyond edibility, a basmati rice dish lacked flavor.",flavor,negative,"the menu changed, portions were even smaller than before, a lentil dish was salty beyond edibility, a basmati rice dish lacked flavor.",flavor
"Spice is sleek, modern and cool with a menu that will not hurt your wallet.",menu,positive,"spice is sleek, modern and cool with a menu that will not hurt your wallet.",menu
Patroon features a nice cigar bar and has great staff.,cigar bar,positive,patroon features a nice cigar bar and has great staff.,cigar bar
Patroon features a nice cigar bar and has great staff.,staff,positive,patroon features a nice cigar bar and has great staff.,staff
Very affordable and excellent ambient!,ambient,positive,very affordable and excellent ambient!,ambient
"More important, the sushi rivals the best in Tokyo.",sushi,positive,"more important, the sushi rivals the best in tokyo.",sushi
I have never had cheescake like this.,cheescake,positive,i have never had cheescake like this.,cheescake
"My co-workers had to wait almost an hour for delivery, only to discover that what they got was not what they ordered.",delivery,negative,"my co-workers had to wait almost an hour for delivery, only to discover that what they got was not what they ordered.",delivery
Its a go-to for dates as well as entertaining out of town guests.,entertaining,positive,its a go-to for dates as well as entertaining out of town guests.,entertaining
Why do people rave about the ambience.,ambience,negative,why do people rave about the ambience.,ambience
Were meeting up with some friends for a drink at Lafayette 161 and happened to walk by Thai Angel famished.,drink,neutral,were meeting up with some friends for a drink at lafayette 161 and happened to walk by thai angel famished.,drink
"Fluke sashimi drizzled with jalapeno-lime olive oil, the fruit of the oil nicely highlighting the fish's sweetness.",Fluke sashimi,positive,"fluke sashimi drizzled with jalapeno-lime olive oil, the fruit of the oil nicely highlighting the fish's sweetness.",fluke sashimi
"Fluke sashimi drizzled with jalapeno-lime olive oil, the fruit of the oil nicely highlighting the fish's sweetness.",jalapeno-lime olive oil,positive,"fluke sashimi drizzled with jalapeno-lime olive oil, the fruit of the oil nicely highlighting the fish's sweetness.",jalapeno-lime olive oil
"Fluke sashimi drizzled with jalapeno-lime olive oil, the fruit of the oil nicely highlighting the fish's sweetness.",fruit of the oil,positive,"fluke sashimi drizzled with jalapeno-lime olive oil, the fruit of the oil nicely highlighting the fish's sweetness.",fruit of the oil
"Fluke sashimi drizzled with jalapeno-lime olive oil, the fruit of the oil nicely highlighting the fish's sweetness.",fish,positive,"fluke sashimi drizzled with jalapeno-lime olive oil, the fruit of the oil nicely highlighting the fish's sweetness.",fish
Great sushi experience.,sushi,positive,great sushi experience.,sushi
"If you're looking for a great meal at a decent price, go to Del Frisco's!",meal,positive,"if you're looking for a great meal at a decent price, go to del frisco's!",meal
"If you're looking for a great meal at a decent price, go to Del Frisco's!",price,positive,"if you're looking for a great meal at a decent price, go to del frisco's!",price
They charge $6.00 for rice.,rice,negative,they charge $6.00 for rice.,rice
My steak au poivre was one of the worst I've had.,steak au poivre,negative,my steak au poivre was one of the worst i've had.,steak au poivre
The owner and staff are all Japanese as well and that adds to the entire ambiance.,staff,positive,the owner and staff are all japanese as well and that adds to the entire ambiance.,staff
The owner and staff are all Japanese as well and that adds to the entire ambiance.,ambiance,positive,the owner and staff are all japanese as well and that adds to the entire ambiance.,ambiance
The owner and staff are all Japanese as well and that adds to the entire ambiance.,owner,positive,the owner and staff are all japanese as well and that adds to the entire ambiance.,owner
"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.",congee,positive,"try the congee and the donut like deep fried dough they call ow ley soh, a delicious and sweet tasting bread.",congee
"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.",bread,positive,"try the congee and the donut like deep fried dough they call ow ley soh, a delicious and sweet tasting bread.",bread
"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.",donut like deep fried dough they call Ow Ley Soh,positive,"try the congee and the donut like deep fried dough they call ow ley soh, a delicious and sweet tasting bread.",donut like deep fried dough they call ow ley soh
"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",candle-light,positive,"although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",candle-light
"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",food-quality,positive,"although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",food-quality
"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",service,positive,"although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",service
"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",tables,negative,"although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",tables
The food was delicious and the waiter was incredibly helpful and attentive (considering we were the only ones there for the first hour).,food,positive,the food was delicious and the waiter was incredibly helpful and attentive (considering we were the only ones there for the first hour).,food
The food was delicious and the waiter was incredibly helpful and attentive (considering we were the only ones there for the first hour).,waiter,positive,the food was delicious and the waiter was incredibly helpful and attentive (considering we were the only ones there for the first hour).,waiter
"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it.",caviar,positive,"from the spectacular caviar to the hospitable waitstaff, i felt like royalty and enjoyed every second of it.",caviar
"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it.",waitstaff,positive,"from the spectacular caviar to the hospitable waitstaff, i felt like royalty and enjoyed every second of it.",waitstaff
"Perhaps this food is considered extreme to an Upper East Side resident, but for the rest of us who've actually eaten ethnic food, this is simply dull.",ethnic food,negative,"perhaps this food is considered extreme to an upper east side resident, but for the rest of us who've actually eaten ethnic food, this is simply dull.",ethnic food
The place was real empty but that was because this was the first Sunday they ever opened.,place,negative,the place was real empty but that was because this was the first sunday they ever opened.,place
This little place definitely exceeded my expectations and you sure get a lot of food for your money.,food,positive,this little place definitely exceeded my expectations and you sure get a lot of food for your money.,food
This little place definitely exceeded my expectations and you sure get a lot of food for your money.,money,positive,this little place definitely exceeded my expectations and you sure get a lot of food for your money.,money
"Ambience is delightful, service impeccable.",Ambience,positive,"ambience is delightful, service impeccable.",ambience
"Ambience is delightful, service impeccable.",service,positive,"ambience is delightful, service impeccable.",service
"Service was excellent, and the AC worked very well too (thank God, it was hot!).",Service,positive,"service was excellent, and the ac worked very well too (thank god, it was hot!).",service
"Service was excellent, and the AC worked very well too (thank God, it was hot!).",AC,positive,"service was excellent, and the ac worked very well too (thank god, it was hot!).",ac
You get the sense that the people there care about their restaurant and about your experience and that is very nice.,people,positive,you get the sense that the people there care about their restaurant and about your experience and that is very nice.,people
"Both are delicious, the cooks are friendly and are willing to take a moment and speak to you and shake your hand.",cooks,positive,"both are delicious, the cooks are friendly and are willing to take a moment and speak to you and shake your hand.",cooks
My friend ordered some of their special sushi rolls which had excellent presentation and tasted great!,sushi rolls,positive,my friend ordered some of their special sushi rolls which had excellent presentation and tasted great!,sushi rolls
Although be warned their dinner menu to sit and take out prices are different.,prices,neutral,although be warned their dinner menu to sit and take out prices are different.,prices
Although be warned their dinner menu to sit and take out prices are different.,dinner menu to sit,neutral,although be warned their dinner menu to sit and take out prices are different.,dinner menu to sit
Although be warned their dinner menu to sit and take out prices are different.,take ou,neutral,although be warned their dinner menu to sit and take out prices are different.,take ou
"The staff was accomodating, the food was absolutely delicious and the place is lovely.",staff,positive,"the staff was accomodating, the food was absolutely delicious and the place is lovely.",staff
"The staff was accomodating, the food was absolutely delicious and the place is lovely.",food,positive,"the staff was accomodating, the food was absolutely delicious and the place is lovely.",food
"The staff was accomodating, the food was absolutely delicious and the place is lovely.",place,positive,"the staff was accomodating, the food was absolutely delicious and the place is lovely.",place
"my picks are:  - Scallion Pancake (fried with vegetable juice, very special and tasty)  - Guizhou Chicken  - Shredded Squid Family Style (one of my personal favorites)  - Sichuan Spicy Soft Shell Crab  - Shuizhu Fish (this one is for hardcore Sichuan food fans, I wouldn't recommend to my American friends as it's very spicy.",Scallion Pancake,positive,"my picks are: - scallion pancake (fried with vegetable juice, very special and tasty) - guizhou chicken - shredded squid family style (one of my personal favorites) - sichuan spicy soft shell crab - shuizhu fish (this one is for hardcore sichuan food fans, i wouldn't recommend to my american friends as it's very spicy.",scallion pancake
"my picks are:  - Scallion Pancake (fried with vegetable juice, very special and tasty)  - Guizhou Chicken  - Shredded Squid Family Style (one of my personal favorites)  - Sichuan Spicy Soft Shell Crab  - Shuizhu Fish (this one is for hardcore Sichuan food fans, I wouldn't recommend to my American friends as it's very spicy.",vegetable juice,positive,"my picks are: - scallion pancake (fried with vegetable juice, very special and tasty) - guizhou chicken - shredded squid family style (one of my personal favorites) - sichuan spicy soft shell crab - shuizhu fish (this one is for hardcore sichuan food fans, i wouldn't recommend to my american friends as it's very spicy.",vegetable juice
"my picks are:  - Scallion Pancake (fried with vegetable juice, very special and tasty)  - Guizhou Chicken  - Shredded Squid Family Style (one of my personal favorites)  - Sichuan Spicy Soft Shell Crab  - Shuizhu Fish (this one is for hardcore Sichuan food fans, I wouldn't recommend to my American friends as it's very spicy.",Guizhou Chicken,positive,"my picks are: - scallion pancake (fried with vegetable juice, very special and tasty) - guizhou chicken - shredded squid family style (one of my personal favorites) - sichuan spicy soft shell crab - shuizhu fish (this one is for hardcore sichuan food fans, i wouldn't recommend to my american friends as it's very spicy.",guizhou chicken
"my picks are:  - Scallion Pancake (fried with vegetable juice, very special and tasty)  - Guizhou Chicken  - Shredded Squid Family Style (one of my personal favorites)  - Sichuan Spicy Soft Shell Crab  - Shuizhu Fish (this one is for hardcore Sichuan food fans, I wouldn't recommend to my American friends as it's very spicy.",Shredded Squid Family Style,positive,"my picks are: - scallion pancake (fried with vegetable juice, very special and tasty) - guizhou chicken - shredded squid family style (one of my personal favorites) - sichuan spicy soft shell crab - shuizhu fish (this one is for hardcore sichuan food fans, i wouldn't recommend to my american friends as it's very spicy.",shredded squid family style
"my picks are:  - Scallion Pancake (fried with vegetable juice, very special and tasty)  - Guizhou Chicken  - Shredded Squid Family Style (one of my personal favorites)  - Sichuan Spicy Soft Shell Crab  - Shuizhu Fish (this one is for hardcore Sichuan food fans, I wouldn't recommend to my American friends as it's very spicy.",Sichuan Spicy Soft Shell Crab,positive,"my picks are: - scallion pancake (fried with vegetable juice, very special and tasty) - guizhou chicken - shredded squid family style (one of my personal favorites) - sichuan spicy soft shell crab - shuizhu fish (this one is for hardcore sichuan food fans, i wouldn't recommend to my american friends as it's very spicy.",sichuan spicy soft shell crab
"my picks are:  - Scallion Pancake (fried with vegetable juice, very special and tasty)  - Guizhou Chicken  - Shredded Squid Family Style (one of my personal favorites)  - Sichuan Spicy Soft Shell Crab  - Shuizhu Fish (this one is for hardcore Sichuan food fans, I wouldn't recommend to my American friends as it's very spicy.",Shuizhu Fish,positive,"my picks are: - scallion pancake (fried with vegetable juice, very special and tasty) - guizhou chicken - shredded squid family style (one of my personal favorites) - sichuan spicy soft shell crab - shuizhu fish (this one is for hardcore sichuan food fans, i wouldn't recommend to my american friends as it's very spicy.",shuizhu fish
"my picks are:  - Scallion Pancake (fried with vegetable juice, very special and tasty)  - Guizhou Chicken  - Shredded Squid Family Style (one of my personal favorites)  - Sichuan Spicy Soft Shell Crab  - Shuizhu Fish (this one is for hardcore Sichuan food fans, I wouldn't recommend to my American friends as it's very spicy.",Sichuan food,neutral,"my picks are: - scallion pancake (fried with vegetable juice, very special and tasty) - guizhou chicken - shredded squid family style (one of my personal favorites) - sichuan spicy soft shell crab - shuizhu fish (this one is for hardcore sichuan food fans, i wouldn't recommend to my american friends as it's very spicy.",sichuan food
They smell like they stuff them with old canned vegetables like the spinach mushroom calzone.,spinach mushroom calzone,negative,they smell like they stuff them with old canned vegetables like the spinach mushroom calzone.,spinach mushroom calzone
They smell like they stuff them with old canned vegetables like the spinach mushroom calzone.,canned vegetables,negative,they smell like they stuff them with old canned vegetables like the spinach mushroom calzone.,canned vegetables
"To celebrate a birthday, three of us went to Mare anticipating great food.",food,neutral,"to celebrate a birthday, three of us went to mare anticipating great food.",food
There was a great deal for 6 Blue Point oysters and a beer or glass of wine for $8!,Blue Point oysters,neutral,there was a great deal for 6 blue point oysters and a beer or glass of wine for $8!,blue point oysters
There was a great deal for 6 Blue Point oysters and a beer or glass of wine for $8!,beer,neutral,there was a great deal for 6 blue point oysters and a beer or glass of wine for $8!,beer
There was a great deal for 6 Blue Point oysters and a beer or glass of wine for $8!,glass of wine,neutral,there was a great deal for 6 blue point oysters and a beer or glass of wine for $8!,glass of wine
I really liked the noodle dishes at Rice Avenue compared to their Green Curry dish.,noodle dishes,positive,i really liked the noodle dishes at rice avenue compared to their green curry dish.,noodle dishes
I really liked the noodle dishes at Rice Avenue compared to their Green Curry dish.,Green Curry dish,negative,i really liked the noodle dishes at rice avenue compared to their green curry dish.,green curry dish
"But for whatever reason, prices are about twice as high.",prices,negative,"but for whatever reason, prices are about twice as high.",prices
I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,service,negative,i am relatively new to the area and tried pick a bgel on 2nd and was disappointed with the service and i thought the food was overated and on the pricey side.,service
I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,food,negative,i am relatively new to the area and tried pick a bgel on 2nd and was disappointed with the service and i thought the food was overated and on the pricey side.,food
Great atmoshere and worth every bit.,atmoshere,positive,great atmoshere and worth every bit.,atmoshere
"The spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!",spicy tuna roll,positive,"the spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!",spicy tuna roll
"The spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!",rock shrimp tempura,positive,"the spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!",rock shrimp tempura
"The spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!",appetizer,positive,"the spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!",appetizer
The staff was knowledgeable and full of personality.,staff,positive,the staff was knowledgeable and full of personality.,staff
Great staff.,staff,positive,great staff.,staff
"Only complaint would be that at an average cost of $12-$15 per meal, I'd like not to have to worry about finding a seat!",cost,negative,"only complaint would be that at an average cost of $12-$15 per meal, i'd like not to have to worry about finding a seat!",cost
"Only complaint would be that at an average cost of $12-$15 per meal, I'd like not to have to worry about finding a seat!",meal,neutral,"only complaint would be that at an average cost of $12-$15 per meal, i'd like not to have to worry about finding a seat!",meal
"Only complaint would be that at an average cost of $12-$15 per meal, I'd like not to have to worry about finding a seat!",seat,negative,"only complaint would be that at an average cost of $12-$15 per meal, i'd like not to have to worry about finding a seat!",seat
"To finish off such a delightful dinner experience you must have dessert, especially the White Chocolate Bread Pudding with Gelato and hot chocolate.",dessert,positive,"to finish off such a delightful dinner experience you must have dessert, especially the white chocolate bread pudding with gelato and hot chocolate.",dessert
"To finish off such a delightful dinner experience you must have dessert, especially the White Chocolate Bread Pudding with Gelato and hot chocolate.",White Chocolate Bread Pudding with Gelato and hot chocolate,positive,"to finish off such a delightful dinner experience you must have dessert, especially the white chocolate bread pudding with gelato and hot chocolate.",white chocolate bread pudding with gelato and hot chocolate
"To finish off such a delightful dinner experience you must have dessert, especially the White Chocolate Bread Pudding with Gelato and hot chocolate.",dinner,positive,"to finish off such a delightful dinner experience you must have dessert, especially the white chocolate bread pudding with gelato and hot chocolate.",dinner
The banana tower is an amazing dessert as well.,banana tower,positive,the banana tower is an amazing dessert as well.,banana tower
The banana tower is an amazing dessert as well.,dessert,positive,the banana tower is an amazing dessert as well.,dessert
"Excellent atmosphere, delicious dishes good and friendly service.",atmosphere,positive,"excellent atmosphere, delicious dishes good and friendly service.",atmosphere
"Excellent atmosphere, delicious dishes good and friendly service.",dishes,positive,"excellent atmosphere, delicious dishes good and friendly service.",dishes
"Excellent atmosphere, delicious dishes good and friendly service.",service,positive,"excellent atmosphere, delicious dishes good and friendly service.",service
A cool place to hang with your friends for a couple of healthy drinks and desserts.,place,positive,a cool place to hang with your friends for a couple of healthy drinks and desserts.,place
A cool place to hang with your friends for a couple of healthy drinks and desserts.,drinks,positive,a cool place to hang with your friends for a couple of healthy drinks and desserts.,drinks
A cool place to hang with your friends for a couple of healthy drinks and desserts.,desserts,positive,a cool place to hang with your friends for a couple of healthy drinks and desserts.,desserts
"Great vibe, lots of people.",vibe,positive,"great vibe, lots of people.",vibe
"I like Mamoun's food as well, but side by side, Kati Rolls just produce tastier food hands down.",food,positive,"i like mamoun's food as well, but side by side, kati rolls just produce tastier food hands down.",food
"I like Mamoun's food as well, but side by side, Kati Rolls just produce tastier food hands down.",food,positive,"i like mamoun's food as well, but side by side, kati rolls just produce tastier food hands down.",food
"The service is a bit slow, but harkens back to my years growing up in Napoli, Italy where things are not rushed and when you sit down for dinner the table is yours all night.",service,negative,"the service is a bit slow, but harkens back to my years growing up in napoli, italy where things are not rushed and when you sit down for dinner the table is yours all night.",service
"The service is a bit slow, but harkens back to my years growing up in Napoli, Italy where things are not rushed and when you sit down for dinner the table is yours all night.",dinner,neutral,"the service is a bit slow, but harkens back to my years growing up in napoli, italy where things are not rushed and when you sit down for dinner the table is yours all night.",dinner
"The service is a bit slow, but harkens back to my years growing up in Napoli, Italy where things are not rushed and when you sit down for dinner the table is yours all night.",table,positive,"the service is a bit slow, but harkens back to my years growing up in napoli, italy where things are not rushed and when you sit down for dinner the table is yours all night.",table
But that wasn't the icing on the cake: a tiramisu that resembled nothing I have ever had.,icing on the cake,negative,but that wasn't the icing on the cake: a tiramisu that resembled nothing i have ever had.,icing on the cake
But that wasn't the icing on the cake: a tiramisu that resembled nothing I have ever had.,tiramisu,negative,but that wasn't the icing on the cake: a tiramisu that resembled nothing i have ever had.,tiramisu
Great food and the prices are very reasonable.,food,positive,great food and the prices are very reasonable.,food
Great food and the prices are very reasonable.,prices,positive,great food and the prices are very reasonable.,prices
"A cool bar with great food, and tons of excellent beer.",bar,positive,"a cool bar with great food, and tons of excellent beer.",bar
"A cool bar with great food, and tons of excellent beer.",food,positive,"a cool bar with great food, and tons of excellent beer.",food
"A cool bar with great food, and tons of excellent beer.",beer,positive,"a cool bar with great food, and tons of excellent beer.",beer
"Be sure to try the seasonal, and always delicious, specials.",specials,positive,"be sure to try the seasonal, and always delicious, specials.",specials
The ambience is authentic and relaxing and we have always received attentive and prompt service.,ambience,positive,the ambience is authentic and relaxing and we have always received attentive and prompt service.,ambience
The ambience is authentic and relaxing and we have always received attentive and prompt service.,service,positive,the ambience is authentic and relaxing and we have always received attentive and prompt service.,service
"Fresh, authentic, french cuisine in substantial portions.",french cuisine,positive,"fresh, authentic, french cuisine in substantial portions.",french cuisine
"Fresh, authentic, french cuisine in substantial portions.",portions,positive,"fresh, authentic, french cuisine in substantial portions.",portions
"Drinks got screwed up, she acted put upon.",Drinks,negative,"drinks got screwed up, she acted put upon.",drinks
The one vegetarian entree (Abby's treasure) was actually quite a surprise - it was delicious and had wintermelon covering an assortment of fresh mushrooms and vegetables.,vegetarian entree,positive,the one vegetarian entree (abby's treasure) was actually quite a surprise - it was delicious and had wintermelon covering an assortment of fresh mushrooms and vegetables.,vegetarian entree
The one vegetarian entree (Abby's treasure) was actually quite a surprise - it was delicious and had wintermelon covering an assortment of fresh mushrooms and vegetables.,Abby's treasure,positive,the one vegetarian entree (abby's treasure) was actually quite a surprise - it was delicious and had wintermelon covering an assortment of fresh mushrooms and vegetables.,abby's treasure
The one vegetarian entree (Abby's treasure) was actually quite a surprise - it was delicious and had wintermelon covering an assortment of fresh mushrooms and vegetables.,wintermelon,positive,the one vegetarian entree (abby's treasure) was actually quite a surprise - it was delicious and had wintermelon covering an assortment of fresh mushrooms and vegetables.,wintermelon
The one vegetarian entree (Abby's treasure) was actually quite a surprise - it was delicious and had wintermelon covering an assortment of fresh mushrooms and vegetables.,assortment of fresh mushrooms and vegetables,positive,the one vegetarian entree (abby's treasure) was actually quite a surprise - it was delicious and had wintermelon covering an assortment of fresh mushrooms and vegetables.,assortment of fresh mushrooms and vegetables
"At 5 dumplings for $1, you just cannot go wrong.",dumplings,positive,"at 5 dumplings for $1, you just cannot go wrong.",dumplings
But the pizza is way to expensive.,pizza,negative,but the pizza is way to expensive.,pizza
"And the staff is also young, energeic and hot!!!!",staff,positive,"and the staff is also young, energeic and hot!!!!",staff
"Even better, they know how to cook French classics like Steak au Poivre and Onglet without burning it to death or overcooking it.",Steak au Poivre,positive,"even better, they know how to cook french classics like steak au poivre and onglet without burning it to death or overcooking it.",steak au poivre
"Even better, they know how to cook French classics like Steak au Poivre and Onglet without burning it to death or overcooking it.",Onglet,positive,"even better, they know how to cook french classics like steak au poivre and onglet without burning it to death or overcooking it.",onglet
"Service was decent, but not as smooth as I would expect from a place with these prices and reputation.",prices,negative,"service was decent, but not as smooth as i would expect from a place with these prices and reputation.",prices
"Service was decent, but not as smooth as I would expect from a place with these prices and reputation.",reputation,positive,"service was decent, but not as smooth as i would expect from a place with these prices and reputation.",reputation
We had a wonderful meal at Naples 45 a month ago on a visit to NYC.,meal,positive,we had a wonderful meal at naples 45 a month ago on a visit to nyc.,meal
Good drink.,drink,positive,good drink.,drink
"Great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.",food,positive,"great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.",food
"Great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.",spinach and corn dumplings,positive,"great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.",spinach and corn dumplings
"Great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.",service,positive,"great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.",service
"Great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.",bathroom,positive,"great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.",bathroom
"Great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.",massamman curry,positive,"great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.",massamman curry
We had a girls' night dinner here for restaurant week.,dinner,neutral,we had a girls' night dinner here for restaurant week.,dinner
"However, I was there for a work dinner not long ago when my colleague from London noticed a very large waterbug on the ceiling.",ceiling,negative,"however, i was there for a work dinner not long ago when my colleague from london noticed a very large waterbug on the ceiling.",ceiling
"However, I was there for a work dinner not long ago when my colleague from London noticed a very large waterbug on the ceiling.",dinner,neutral,"however, i was there for a work dinner not long ago when my colleague from london noticed a very large waterbug on the ceiling.",dinner
My chow fun and chow see was really bland and oily.,chow fun and chow see,negative,my chow fun and chow see was really bland and oily.,chow fun and chow see
"Even though I made the reservation at 3pm for the same night through Dinnerbroker, we were seated at a table with one of the best view!",table,positive,"even though i made the reservation at 3pm for the same night through dinnerbroker, we were seated at a table with one of the best view!",table
"Even though I made the reservation at 3pm for the same night through Dinnerbroker, we were seated at a table with one of the best view!",reservation,positive,"even though i made the reservation at 3pm for the same night through dinnerbroker, we were seated at a table with one of the best view!",reservation
"Even though I made the reservation at 3pm for the same night through Dinnerbroker, we were seated at a table with one of the best view!",seated,positive,"even though i made the reservation at 3pm for the same night through dinnerbroker, we were seated at a table with one of the best view!",seated
"we did notice however, that some tables had what looked like pita instead of naan.",pita,negative,"we did notice however, that some tables had what looked like pita instead of naan.",pita
"we did notice however, that some tables had what looked like pita instead of naan.",naan,negative,"we did notice however, that some tables had what looked like pita instead of naan.",naan
"I didn't take a look at the rest menu, but the oysters were fantastic.",menu,neutral,"i didn't take a look at the rest menu, but the oysters were fantastic.",menu
"I didn't take a look at the rest menu, but the oysters were fantastic.",oysters,positive,"i didn't take a look at the rest menu, but the oysters were fantastic.",oysters
The grilled cheese at home afterwards was better.!!,grilled cheese,positive,the grilled cheese at home afterwards was better.!!,grilled cheese
"Great service, great food.",service,positive,"great service, great food.",service
"Great service, great food.",food,positive,"great service, great food.",food
"sometimes i get bad food and bad service, sometimes i get good good and bad service.",food,negative,"sometimes i get bad food and bad service, sometimes i get good good and bad service.",food
"sometimes i get bad food and bad service, sometimes i get good good and bad service.",service,negative,"sometimes i get bad food and bad service, sometimes i get good good and bad service.",service
"sometimes i get bad food and bad service, sometimes i get good good and bad service.",service,negative,"sometimes i get bad food and bad service, sometimes i get good good and bad service.",service
"sometimes i get bad food and bad service, sometimes i get good good and bad service.",good,positive,"sometimes i get bad food and bad service, sometimes i get good good and bad service.",good
When we were finally seated our waitress came by twice-1 for our order and 2-for our check.,waitress,negative,when we were finally seated our waitress came by twice-1 for our order and 2-for our check.,waitress
When we were finally seated our waitress came by twice-1 for our order and 2-for our check.,check,neutral,when we were finally seated our waitress came by twice-1 for our order and 2-for our check.,check
In summer-eat outside on a terrace (another great feature of Suan)!!!,terrace,positive,in summer-eat outside on a terrace (another great feature of suan)!!!,terrace
"It's the perfect restaurant for NY life style, it got cool design, awsome drinks and food and lot's of good looking people eating and hanging at the pink bar...",design,positive,"it's the perfect restaurant for ny life style, it got cool design, awsome drinks and food and lot's of good looking people eating and hanging at the pink bar...",design
"It's the perfect restaurant for NY life style, it got cool design, awsome drinks and food and lot's of good looking people eating and hanging at the pink bar...",drinks,positive,"it's the perfect restaurant for ny life style, it got cool design, awsome drinks and food and lot's of good looking people eating and hanging at the pink bar...",drinks
"It's the perfect restaurant for NY life style, it got cool design, awsome drinks and food and lot's of good looking people eating and hanging at the pink bar...",food,positive,"it's the perfect restaurant for ny life style, it got cool design, awsome drinks and food and lot's of good looking people eating and hanging at the pink bar...",food
"It's the perfect restaurant for NY life style, it got cool design, awsome drinks and food and lot's of good looking people eating and hanging at the pink bar...",bar,neutral,"it's the perfect restaurant for ny life style, it got cool design, awsome drinks and food and lot's of good looking people eating and hanging at the pink bar...",bar
We did have to wait at the bar for approx.,bar,neutral,we did have to wait at the bar for approx.,bar
